name,price,image_url,product_url
Bella Tank,$29.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wt01-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/bella-tank/
Bess Yoga Short,$28.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wsh05-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/bess-yoga-short/
Bolo Sport Watch,$49.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wg01-bk-0.jpg,https://www.scrapingcourse.com/ecommerce/product/bolo-sport-watch/
Breathe-Easy Tank,$34.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wt09-white_main.jpg,https://www.scrapingcourse.com/ecommerce/product/breathe-easy-tank/
Bruno Compete Hoodie,$63.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh03-black_main.jpg,https://www.scrapingcourse.com/ecommerce/product/bruno-compete-hoodie/
Caesar Warm-Up Pant,$35.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp01-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/caesar-warm-up-pant/
Carina Basic Capri,$51.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp09-black_main.jpg,https://www.scrapingcourse.com/ecommerce/product/carina-basic-capri/
Cassia Funnel Sweatshirt,$48.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh08-white_main.jpg,https://www.scrapingcourse.com/ecommerce/product/cassia-funnel-sweatshirt/
Cassius Sparring Tank,$18.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt12-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/cassius-sparring-tank/
Celeste Sports Bra,$39.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb03-green_main.jpg,https://www.scrapingcourse.com/ecommerce/product/celeste-sports-bra/
Chaz Kangeroo Hoodie,$52.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh01-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/chaz-kangeroo-hoodie/
Chloe Compete Tank,$39.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wt06-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/chloe-compete-tank/
Circe Hooded Ice Fleece,$68.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh12-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/circe-hooded-ice-fleece/
Clamber Watch,$54.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wg03-gr-0.jpg,https://www.scrapingcourse.com/ecommerce/product/clamber-watch/
Cobalt CoolTech™ Fitness Short,$44.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh01-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/cobalt-cooltech-fitness-short/
Compete Track Tote,$32.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb02-green-0.jpg,https://www.scrapingcourse.com/ecommerce/product/compete-track-tote/
Cora Parachute Pant,$75.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp04-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/cora-parachute-pant/
Cronus Yoga Pant,$48.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp12-black_main.jpg,https://www.scrapingcourse.com/ecommerce/product/cronus-yoga-pant/
Crown Summit Backpack,$38.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mb03-black-0.jpg,https://www.scrapingcourse.com/ecommerce/product/crown-summit-backpack/
Cruise Dual Analog Watch,$55.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mg05-br-0.jpg,https://www.scrapingcourse.com/ecommerce/product/cruise-dual-analog-watch/
Daphne Full-Zip Hoodie,$59.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh06-purple_main.jpg,https://www.scrapingcourse.com/ecommerce/product/daphne-full-zip-hoodie/
Daria Bikram Pant,$51.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp10-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/daria-bikram-pant/
Dash Digital Watch,$92.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mg02-bk-0.jpg,https://www.scrapingcourse.com/ecommerce/product/dash-digital-watch/
Deion Long-Sleeve EverCool™ Tee,$39.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms07-green_main.jpg,https://www.scrapingcourse.com/ecommerce/product/deion-long-sleeve-evercool-tee/
Deirdre Relaxed-Fit Capri,$63.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp12-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/deirdre-relaxed-fit-capri/
Desiree Fitness Tee,$24.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws05-black_main.jpg,https://www.scrapingcourse.com/ecommerce/product/desiree-fitness-tee/
Diana Tights,$59.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp06-black_main.jpg,https://www.scrapingcourse.com/ecommerce/product/diana-tights/
Didi Sport Watch,$92.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wg02-bk-0.jpg,https://www.scrapingcourse.com/ecommerce/product/didi-sport-watch/
Diva Gym Tee,$32.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws11-yellow_main.jpg,https://www.scrapingcourse.com/ecommerce/product/diva-gym-tee/
Driven Backpack,$36.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb03-purple-0.jpg,https://www.scrapingcourse.com/ecommerce/product/driven-backpack/
Dual Handle Cardio Ball,$12.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ug07-bk-0.jpg,https://www.scrapingcourse.com/ecommerce/product/dual-handle-cardio-ball/
Echo Fit Compression Short,$24.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wsh07-black_main.jpg,https://www.scrapingcourse.com/ecommerce/product/echo-fit-compression-short/
Electra Bra Top,$39.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb01-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/electra-bra-top/
Elisa EverCool™ Tee,$29.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws06-purple_main.jpg,https://www.scrapingcourse.com/ecommerce/product/elisa-evercool-tee/
Endeavor Daytrip Backpack,$33.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb06-red-0.jpg,https://www.scrapingcourse.com/ecommerce/product/endeavor-daytrip-backpack/
Endurance Watch,$49.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mg01-bk-0.jpg,https://www.scrapingcourse.com/ecommerce/product/endurance-watch/
Eos V-Neck Hoodie,$54.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh11-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/eos-v-neck-hoodie/
Erica Evercool Sports Bra,$39.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb02-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/erica-evercool-sports-bra/
Erika Running Short,$45.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wsh12-green_main.jpg,https://www.scrapingcourse.com/ecommerce/product/erika-running-short/
Erikssen CoolTech™ Fitness Tank,$29.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt01-red_main.jpg,https://www.scrapingcourse.com/ecommerce/product/erikssen-cooltech-fitness-tank/
Fiona Fitness Short,$29.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wsh01-black_main.jpg,https://www.scrapingcourse.com/ecommerce/product/fiona-fitness-short/
Frankie  Sweatshirt,$60.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh04-green_main.jpg,https://www.scrapingcourse.com/ecommerce/product/frankie-sweatshirt/
Fusion Backpack,$59.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mb02-gray-0.jpg,https://www.scrapingcourse.com/ecommerce/product/fusion-backpack/
Gabrielle Micro Sleeve Top,$28.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws02-green_main.jpg,https://www.scrapingcourse.com/ecommerce/product/gabrielle-micro-sleeve-top/
Geo Insulated Jogging Pant,$51.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp03-black_main.jpg,https://www.scrapingcourse.com/ecommerce/product/geo-insulated-jogging-pant/
Go-Get’r Pushup Grips,$19.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ug05-gr-0.jpg,https://www.scrapingcourse.com/ecommerce/product/go-getr-pushup-grips/
Gobi HeatTec® Tee,$29.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms04-orange_main.jpg,https://www.scrapingcourse.com/ecommerce/product/gobi-heattec-tee/
Grayson Crewneck Sweatshirt,$64.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh11-white_main.jpg,https://www.scrapingcourse.com/ecommerce/product/grayson-crewneck-sweatshirt/
Gwen Drawstring Bike Short,$50.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wsh03-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/gwen-drawstring-bike-short/
Gwyn Endurance Tee,$24.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws01-black_main.jpg,https://www.scrapingcourse.com/ecommerce/product/gwyn-endurance-tee/
Harmony Lumaflex™ Strength Band Kit,$22.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ug03-bk-0.jpg,https://www.scrapingcourse.com/ecommerce/product/harmony-lumaflex-strength-band-kit/
Hawkeye Yoga Short,$29.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh05-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/hawkeye-yoga-short/
Helena Hooded Fleece,$55.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh10-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/helena-hooded-fleece/
Helios Endurance Tank,$32.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt04-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/helios-endurance-tank/
Helios EverCool™ Tee,$24.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms05-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/helios-evercool-tee/
Hera Pullover Hoodie,$48.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh02-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/hera-pullover-hoodie/
Hero Hoodie,$54.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh07-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/hero-hoodie/
Hollister Backyard Sweatshirt,$52.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh05-white_main.jpg,https://www.scrapingcourse.com/ecommerce/product/hollister-backyard-sweatshirt/
Hyperion Elements Jacket,$51.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj02-green_main.jpg,https://www.scrapingcourse.com/ecommerce/product/hyperion-elements-jacket/
Ida Workout Parachute Pant,$48.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp03-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/ida-workout-parachute-pant/
Impulse Duffle,$74.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ub02-black-0.jpg,https://www.scrapingcourse.com/ecommerce/product/impulse-duffle/
Ina Compression Short,$49.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wsh11-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/ina-compression-short/
Ingrid Running Jacket,$84.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj04-white_main.jpg,https://www.scrapingcourse.com/ecommerce/product/ingrid-running-jacket/
Iris Workout Top,$29.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws03-red_main.jpg,https://www.scrapingcourse.com/ecommerce/product/iris-workout-top/
Jade Yoga Jacket,$32.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj09-green_main.jpg,https://www.scrapingcourse.com/ecommerce/product/jade-yoga-jacket/
Josie Yoga Jacket,$56.25,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj02-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/josie-yoga-jacket/
Joust Duffle Bag,$34.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mb01-blue-0.jpg,https://www.scrapingcourse.com/ecommerce/product/joust-duffle-bag/
Juliana Short-Sleeve Tee,$42.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws07-black_main.jpg,https://www.scrapingcourse.com/ecommerce/product/juliana-short-sleeve-tee/
Jupiter All-Weather Trainer,$56.99,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj06-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/jupiter-all-weather-trainer/
Karissa V-Neck Tee,$32.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws10-red_main.jpg,https://www.scrapingcourse.com/ecommerce/product/karissa-v-neck-tee/
Karmen Yoga Pant,$39.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp01-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/karmen-yoga-pant/
Kenobi Trail Jacket,$47.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj04-black_main.jpg,https://www.scrapingcourse.com/ecommerce/product/kenobi-trail-jacket/
Kratos Gym Pant,$57.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp05-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/kratos-gym-pant/
Lando Gym Jacket,$99.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj08-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/lando-gym-jacket/
Layla Tee,$29.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws04-green_main.jpg,https://www.scrapingcourse.com/ecommerce/product/layla-tee/
Leah Yoga Top,$39.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wt05-purple_main.jpg,https://www.scrapingcourse.com/ecommerce/product/leah-yoga-top/
Livingston All-Purpose Tight,$75.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp09-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/livingston-all-purpose-tight/
Logan  HeatTec® Tee,$24.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms10-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/logan-heattec-tee/
Lono Yoga Short,$32.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh06-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/lono-yoga-short/
Lucia Cross-Fit Bra,$39.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb05-black_main.jpg,https://www.scrapingcourse.com/ecommerce/product/lucia-cross-fit-bra/
Luma Analog Watch,$43.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wg09-gr-0.jpg,https://www.scrapingcourse.com/ecommerce/product/luma-analog-watch/
Mach Street Sweatshirt,$62.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh10-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/mach-street-sweatshirt/
Marco Lightweight Active Hoodie,$74.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh13-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/marco-lightweight-active-hoodie/
Mars HeatTech™ Pullover,$66.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj10-red_main.jpg,https://www.scrapingcourse.com/ecommerce/product/mars-heattech-pullover/
Maxima Drawstring Short,$28.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wsh02-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/maxima-drawstring-short/
Maya Tunic,$29.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wt07-green_main.jpg,https://www.scrapingcourse.com/ecommerce/product/maya-tunic/
Meteor Workout Short,$32.50,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh03-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/meteor-workout-short/
Miko Pullover Hoodie,$69.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh04-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/miko-pullover-hoodie/
Mimi All-Purpose Short,$44.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wsh09-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/mimi-all-purpose-short/
Minerva LumaTech™ V-Tee,$32.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws08-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/minerva-lumatech-v-tee/
Mithra Warmup Pant,$28.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp06-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/mithra-warmup-pant/
Mona Pullover Hoodlie,$57.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh01-green_main.jpg,https://www.scrapingcourse.com/ecommerce/product/mona-pullover-hoodlie/
Montana Wind Jacket,$49.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj03-black_main.jpg,https://www.scrapingcourse.com/ecommerce/product/montana-wind-jacket/
Nadia Elements Shell,$69.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj10-yellow_main.jpg,https://www.scrapingcourse.com/ecommerce/product/nadia-elements-shell/
Neve Studio Dance Jacket,$69.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj11-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/neve-studio-dance-jacket/
Nona Fitness Tank,$39.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wt04-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/nona-fitness-tank/
Nora Practice Tank,$39.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wt03-red_main.jpg,https://www.scrapingcourse.com/ecommerce/product/nora-practice-tank/
Olivia 1/4 Zip Light Jacket,$77.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj12-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/olivia-1-4-zip-light-jacket/
Orestes Fitness Short,$35.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh08-black_main.jpg,https://www.scrapingcourse.com/ecommerce/product/orestes-fitness-short/
Orestes Yoga Pant,$66.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp10-black_main.jpg,https://www.scrapingcourse.com/ecommerce/product/orestes-yoga-pant/
Orion Two-Tone Fitted Jacket,$72.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj07-red_main.jpg,https://www.scrapingcourse.com/ecommerce/product/orion-two-tone-fitted-jacket/
Oslo Trek Hoodie,$42.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh08-brown_main.jpg,https://www.scrapingcourse.com/ecommerce/product/oslo-trek-hoodie/
Overnight Duffle,$45.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb07-brown-0.jpg,https://www.scrapingcourse.com/ecommerce/product/overnight-duffle/
Phoebe Zipper Sweatshirt,$59.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh07-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/phoebe-zipper-sweatshirt/
Pierce Gym Short,$27.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh12-red_main.jpg,https://www.scrapingcourse.com/ecommerce/product/pierce-gym-short/
Portia Capri,$49.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp13-orange_main.jpg,https://www.scrapingcourse.com/ecommerce/product/portia-capri/
Prima Compete Bra Top,$24.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb04-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/prima-compete-bra-top/
Primo Endurance Tank,$29.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt03-red_main.jpg,https://www.scrapingcourse.com/ecommerce/product/primo-endurance-tank/
Proteus Fitness Jackshirt,$45.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj12-orange_main.jpg,https://www.scrapingcourse.com/ecommerce/product/proteus-fitness-jackshirt/
Pursuit Lumaflex™ Tone Band,$16.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ug02-bk-0.jpg,https://www.scrapingcourse.com/ecommerce/product/pursuit-lumaflex-tone-band/
Push It Messenger Bag,$45.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb04-blue-0.jpg,https://www.scrapingcourse.com/ecommerce/product/push-it-messenger-bag/
Quest Lumaflex™ Band,$19.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ug01-bk-0.jpg,https://www.scrapingcourse.com/ecommerce/product/quest-lumaflex-band/
Radiant Tee,$22.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws12-orange_main.jpg,https://www.scrapingcourse.com/ecommerce/product/radiant-tee/
Rapha  Sports Short,$35.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh07-black_main.jpg,https://www.scrapingcourse.com/ecommerce/product/rapha-sports-short/
Riona Full Zip Jacket,$60.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj05-brown_main.jpg,https://www.scrapingcourse.com/ecommerce/product/riona-full-zip-jacket/
Rival Field Messenger,$45.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mb06-gray-0.jpg,https://www.scrapingcourse.com/ecommerce/product/rival-field-messenger/
Rocco Gym Tank,$24.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt05-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/rocco-gym-tank/
Ryker LumaTech™ Tee (Crew-neck),$32.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms09-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/ryker-lumatech-tee-crew-neck/
